#Frame         radius     distplot         rmsf  ligand_rmsd            C           CA            O            N         SASA
   25468      21.9262       1.9720       0.0000       2.1844       2.1453       2.1746       2.2434       2.1344     223.8985
   25469      21.7366       1.8217       0.0000       2.0434       1.9031       1.9381       2.0062       1.8905     225.2834
   25470      21.7847       1.8607       0.0000       1.9942       1.8819       1.9193       1.9750       1.8722     208.2485
   25471      21.7810       1.7727       0.0000       1.9610       1.8565       1.8958       1.9465       1.8551     223.5424
   25472      21.6807       1.7863       0.0000       2.0551       1.7238       1.7687       1.8124       1.7301     211.7820
   25473      21.6772       1.8050       0.0000       2.0306       1.6439       1.6797       1.7352       1.6422     213.1941
   25474      21.6136       1.8443       0.0000       1.9020       1.5698       1.6064       1.6704       1.5678     196.4939
   25475      21.5837       1.8266       0.0000       1.9921       1.6784       1.7195       1.7796       1.6799     196.8841
   25476      21.5926       1.7892       0.0000       2.0041       1.7488       1.7944       1.8436       1.7550     200.9105
   25477      21.5667       1.8096       0.0000       1.8657       1.7398       1.7832       1.8351       1.7420     214.9569
   25478      21.6623       1.8658       0.0000       1.9310       1.8150       1.8446       1.9171       1.8109     220.9664
   25479      21.6574       1.8399       0.0000       1.8941       1.7597       1.7925       1.8743       1.7468     210.0919
   25480      21.6383       1.8107       0.0000       1.9947       1.6021       1.6476       1.6953       1.6022     213.3032
   25481      21.6166       1.8602       0.0000       1.9240       1.6076       1.6441       1.7048       1.6105     198.6733
   25482      21.5975       1.9750       0.0000       2.1901       1.7457       1.7841       1.8515       1.7356     208.0024
   25483      21.6243       1.9041       0.0000       1.9711       1.8041       1.8378       1.9158       1.7876     214.1314
   25484      21.6145       1.8967       0.0000       1.8892       1.5917       1.6283       1.6863       1.5896     210.6958
   25485      21.6059       2.0091       0.0000       1.9509       1.7071       1.7421       1.7993       1.7029     221.1083
   25486      21.7222       2.0602       0.0000       1.8495       1.7981       1.8425       1.8815       1.7934     214.7760
   25487      21.6615       1.9787       0.0000       1.8611       1.6630       1.6997       1.7605       1.6570     215.4528
   25488      21.6522       1.8324       0.0000       1.8960       1.5094       1.5413       1.6125       1.4986     200.7725
   25489      21.6982       1.7368       0.0000       1.8569       1.5924       1.6348       1.6767       1.5939     211.8675
   25490      21.7234       1.7346       0.0000       1.8778       1.6847       1.7167       1.7954       1.6770     197.5060
   25491      21.6644       1.7596       0.0000       1.7399       1.5839       1.6136       1.6951       1.5687     192.9461
   25492      21.6695       1.7802       0.0000       2.0161       1.5833       1.6135       1.7068       1.5636     198.5080
   25493      21.6053       1.7573       0.0000       1.9624       1.5143       1.5496       1.6218       1.5115     218.8650
   25494      21.6215       1.7846       0.0000       2.1235       1.6081       1.6437       1.7093       1.6126     227.1169
   25495      21.6332       1.7377       0.0000       2.0302       1.6497       1.6992       1.7436       1.6539     211.7174
   25496      21.7286       1.7886       0.0000       2.0684       1.6942       1.7349       1.7981       1.6906     208.0492
   25497      21.7644       1.7713       0.0000       1.8879       1.7633       1.8013       1.8545       1.7634     212.5451
   25498      21.7986       1.7665       0.0000       1.9993       1.7634       1.8145       1.8346       1.7667     212.8673
   25499      21.7734       1.8365       0.0000       1.9279       1.8807       1.9216       1.9753       1.8778     219.7825
   25500      21.7896       1.8285       0.0000       1.9695       1.8886       1.9354       1.9662       1.9002     208.8191
   25501      21.7244       1.8072       0.0000       2.0006       1.8697       1.9125       1.9602       1.8745     212.7235
   25502      21.7942       1.7766       0.0000       2.0380       1.9569       2.0027       2.0304       1.9633     210.0302
   25503      21.6928       1.8176       0.0000       2.2715       2.0504       2.0834       2.1549       2.0443     215.7567
   25504      21.7443       1.8989       0.0000       2.1516       2.1323       2.1753       2.2020       2.1408     210.6505
   25505      21.7340       1.9147       0.0000       2.1225       2.1126       2.1543       2.1858       2.1101     221.2004
   25506      21.8909       2.0068       0.0000       1.8803       2.2486       2.2788       2.3350       2.2396     221.8735
   25507      21.8286       1.9730       0.0000       2.1012       2.1656       2.1955       2.2616       2.1484     210.8072
   25508      21.9116       2.0341       0.0000       1.9776       2.2589       2.3060       2.3481       2.2518     214.9942
   25509      21.8700       1.9482       0.0000       2.0043       2.2440       2.2785       2.3422       2.2270     211.6805
   25510      21.7678       1.9696       0.0000       2.2109       2.1988       2.2370       2.3024       2.1852     219.1278
   25511      21.7150       2.0762       0.0000       1.9135       2.3050       2.3420       2.3938       2.2942     211.1773
   25512      21.7429       2.0314       0.0000       1.8777       2.3590       2.3982       2.4357       2.3558     212.5923
   25513      21.7796       1.9814       0.0000       2.0914       2.2314       2.2750       2.3202       2.2268     211.7053
   25514      21.8079       1.9344       0.0000       1.8713       2.1382       2.1698       2.2382       2.1233     218.4792
   25515      21.8717       1.9308       0.0000       2.0753       2.1383       2.1776       2.2284       2.1268     216.2625
   25516      21.8061       1.9263       0.0000       1.9486       2.1576       2.1989       2.2412       2.1539     212.0430
   25517      21.7913       2.0047       0.0000       2.0327       2.1062       2.1504       2.1876       2.1141     240.4021
   25518      21.8156       2.0177       0.0000       1.7320       2.1257       2.1650       2.2177       2.1142     216.0852
   25519      21.7479       1.9773       0.0000       2.1019       2.0804       2.1258       2.1913       2.0698     219.1080
   25520      21.8053       1.9728       0.0000       2.0493       2.0715       2.1166       2.1622       2.0685     212.4198
   25521      21.8682       2.0480       0.0000       2.0992       2.0474       2.0822       2.1397       2.0372     210.6477
   25522      21.9338       2.1438       0.0000       1.8506       2.2133       2.2595       2.3004       2.2111     216.4701
   25523      21.8691       2.0703       0.0000       2.1731       2.2135       2.2561       2.2932       2.2164     217.6632
   25524      21.8268       1.9246       0.0000       1.9935       2.0182       2.0634       2.1084       2.0082     209.4957
   25525      21.8176       1.9497       0.0000       1.8900       1.9915       2.0274       2.0883       1.9797     217.0225
   25526      21.8529       1.9000       0.0000       2.0328       1.8422       1.8824       1.9294       1.8377     215.3940
   25527      21.8552       1.9079       0.0000       1.7952       1.9204       1.9558       1.9982       1.9254     210.3422
   25528      21.8637       1.9011       0.0000       2.0961       1.8934       1.9345       1.9797       1.8944     206.4329
   25529      21.7232       1.8734       0.0000       2.0200       1.9488       1.9826       2.0515       1.9371     195.7900
   25530      21.7122       1.8571       0.0000       1.8931       1.9012       1.9370       1.9800       1.8954     198.5600
   25531      21.6897       1.8582       0.0000       1.7534       1.9110       1.9484       2.0125       1.8975     196.3233
   25532      21.7498       1.9123       0.0000       1.8752       2.0409       2.0849       2.1257       2.0361     212.6008
   25533      21.7311       1.8883       0.0000       1.9246       1.9489       1.9873       2.0429       1.9400     200.6234
   25534      21.7914       1.8986       0.0000       1.9843       1.9144       1.9596       2.0015       1.9097     199.4528
   25535      21.7512       1.9813       0.0000       1.9842       1.9902       2.0258       2.0795       1.9796     210.4523
   25536      21.7654       1.8939       0.0000       1.8532       1.8169       1.8575       1.8945       1.8175     202.7240
   25537      21.7213       1.9289       0.0000       1.8203       1.8849       1.9298       1.9660       1.8899     220.0346
   25538      21.7462       1.8807       0.0000       1.9801       1.8884       1.9324       1.9810       1.8733     218.0746
   25539      21.7419       2.0290       0.0000       2.0612       2.0112       2.0505       2.1056       1.9984     209.1855
   25540      21.7519       1.9762       0.0000       1.8303       1.9810       2.0234       2.0583       1.9829     215.6340
   25541      21.7058       1.9477       0.0000       1.9255       1.8965       1.9424       1.9637       1.8985     198.7618
